employee_id,department,level,hire_date,exit_date,exit_reason,annual_salary,status
1989,Data,IC1,2022-11-26,,,98104,Active
1613,Product,IC4,2023-07-31,2024-09-01,Retirement,172274,Exited
1739,Operations,IC3,2022-11-04,,,86439,Active
1547,Product,IC4,2022-05-12,,,175215,Active
1726,Operations,IC3,2025-04-10,,,83743,Active
2010,Data,IC3,2022-03-18,,,128381,Active
1684,Finance,IC2,2025-06-02,,,84362,Active
1099,Engineering,IC3,2021-10-22,,,154980,Active
1805,Operations,IC2,2020-05-27,2022-03-01,Involuntary,63202,Exited
1728,Operations,IC4,2022-05-11,,,107273,Active
1574,Product,IC2,2025-03-28,,,116512,Active
1407,Sales,IC2,2021-06-27,,,90909,Active
1503,Sales,IC3,2022-04-10,2024-03-01,Voluntary,107528,Exited
1048,Engineering,IC1,2023-02-02,,,93882,Active
1033,Engineering,IC4,2024-10-14,,,176183,Active
1930,Customer Success,IC3,2021-05-03,2023-03-01,Voluntary,78940,Exited
1780,Operations,IC3,2022-10-31,,,93062,Active
1840,Operations,IC2,2021-04-11,2022-10-01,Involuntary,70312,Exited
1201,Engineering,IC3,2024-04-11,,,142018,Active
1135,Engineering,IC3,2022-02-05,,,158092,Active
1028,Engineering,IC1,2025-04-21,,,98609,Active
1971,Data,IC2,2022-11-01,,,115406,Active
1231,Engineering,IC1,2020-06-11,2023-05-01,Voluntary,85628,Exited
1490,Sales,IC2,2021-08-04,2024-08-01,Voluntary,91868,Exited
1773,Operations,IC2,2022-06-20,,,68376,Active
1379,Sales,IC2,2024-09-03,,,82202,Active
1289,Engineering,IC5,2021-07-30,2023-09-01,Involuntary,197050,Exited
1419,Sales,Manager,2022-12-25,,,163487,Active
1675,Finance,IC4,2023-12-08,,,130665,Active
1392,Sales,IC1,2025-01-10,,,76266,Active
1593,Product,IC5,2023-01-09,,,208200,Active
1499,Sales,IC1,2022-12-17,2023-07-01,Retirement,69501,Exited
1139,Engineering,IC3,2024-10-08,,,146433,Active
1063,Engineering,IC3,2026-01-27,,,147826,Active
1472,Sales,IC3,2021-10-09,2023-04-01,Voluntary,119380,Exited
1648,HR,IC2,2021-07-20,,,75243,Active
1129,Engineering,IC3,2023-02-25,,,140023,Active
2056,Data,IC1,2022-02-23,2022-12-01,Voluntary,90578,Exited
1521,Sales,IC4,2021-10-24,2023-04-01,Voluntary,130809,Exited
1839,Operations,IC4,2020-08-09,2023-05-01,Voluntary,107363,Exited
2047,Data,IC2,2021-04-17,2022-07-01,Retirement,111494,Exited
1065,Engineering,IC2,2023-06-16,,,114575,Active
1813,Operations,IC2,2021-08-29,2023-11-01,Voluntary,61242,Exited
1015,Engineering,IC2,2023-08-15,,,120829,Active
1157,Engineering,IC3,2021-08-06,,,135568,Active
1041,Engineering,IC3,2023-07-08,,,137040,Active
1493,Sales,IC3,2020-09-18,2023-01-01,Voluntary,110443,Exited
1380,Sales,IC3,2021-07-01,,,112017,Active
1188,Engineering,IC3,2022-07-26,,,141593,Active
1764,Operations,IC2,2022-03-12,,,61414,Active
1217,Engineering,IC3,2025-05-07,,,141079,Active
1922,Customer Success,IC2,2022-10-23,,,68189,Active
1792,Operations,IC4,2023-06-08,,,93157,Active
1053,Engineering,IC3,2024-07-09,,,156093,Active
1879,Customer Success,IC4,2025-04-30,,,96603,Active
1338,Sales,IC4,2023-02-15,,,123849,Active
1749,Operations,IC2,2024-01-11,,,67079,Active
1720,Operations,IC3,2024-07-24,,,77668,Active
1725,Operations,IC4,2022-03-18,,,102987,Active
1296,Engineering,IC3,2022-12-20,2023-09-01,Voluntary,146797,Exited
1702,Finance,IC3,2023-08-03,,,112781,Active
1252,Engineering,IC2,2020-08-09,2023-05-01,Voluntary,105414,Exited
1727,Operations,IC4,2023-12-04,,,107135,Active
1462,Sales,IC2,2025-06-17,,,87269,Active
1456,Sales,IC3,2025-05-21,,,107839,Active
1271,Engineering,IC4,2020-05-05,2022-06-01,Voluntary,185900,Exited
1816,Operations,IC4,2020-09-22,2023-03-01,Voluntary,109388,Exited
1863,Customer Success,Director,2024-11-15,,,153246,Active
1270,Engineering,IC1,2021-10-24,2023-08-01,Retirement,98953,Exited
2039,Data,Manager,2021-04-02,2022-04-01,Voluntary,214627,Exited
1202,Engineering,IC4,2022-09-27,,,169845,Active
1162,Engineering,IC3,2025-06-21,,,143601,Active
1556,Product,IC4,2021-10-11,,,151563,Active
1730,Operations,IC3,2023-09-07,,,87762,Active
1402,Sales,IC4,2022-09-03,,,134848,Active
1703,Finance,IC1,2024-08-07,,,74325,Active
1477,Sales,IC4,2020-10-01,2022-07-01,Involuntary,126577,Exited
1822,Operations,IC1,2020-06-27,2023-05-01,Voluntary,51895,Exited
1772,Operations,IC5,2023-05-31,,,120270,Active
1106,Engineering,IC1,2022-09-27,,,103422,Active
1566,Product,IC2,2025-10-27,,,111383,Active
1390,Sales,IC3,2021-06-11,,,109434,Active
1002,Engineering,IC4,2025-10-08,,,163184,Active
2032,Data,IC3,2023-07-22,,,145300,Active
2059,Data,IC4,2023-07-15,2023-10-01,Voluntary,152553,Exited
1562,Product,IC3,2024-05-30,,,132096,Active
1932,Customer Success,IC5,2020-06-14,2022-11-01,Retirement,117378,Exited
1081,Engineering,IC2,2022-08-28,,,118142,Active
1206,Engineering,IC4,2021-03-24,,,168644,Active
1035,Engineering,IC2,2024-09-16,,,106515,Active
1943,Customer Success,Manager,2020-09-20,2023-05-01,Retirement,107623,Exited
1776,Operations,Manager,2025-05-06,,,119095,Active
1509,Sales,IC2,2022-04-07,2023-01-01,Voluntary,80121,Exited
1428,Sales,IC4,2024-04-10,,,136973,Active
1455,Sales,Director,2023-10-06,,,194391,Active
2053,Data,IC3,2021-07-22,2023-04-01,Voluntary,134297,Exited
1367,Sales,IC5,2021-08-02,,,171534,Active
1092,Engineering,IC3,2023-08-14,,,142003,Active
1340,Sales,IC4,2023-10-10,,,140083,Active
1898,Customer Success,IC1,2025-05-16,,,52245,Active
1565,Product,Director,2024-03-27,,,250668,Active
1777,Operations,IC3,2021-10-11,,,87971,Active
1242,Engineering,IC4,2022-11-09,2024-11-01,Retirement,184514,Exited
1014,Engineering,IC2,2022-06-11,,,122283,Active
1316,Engineering,IC3,2021-04-30,2022-05-01,Retirement,133208,Exited
1601,Product,IC3,2021-10-18,,,131266,Active
1388,Sales,IC3,2021-08-18,,,108910,Active
1167,Engineering,IC3,2022-08-20,,,147739,Active
1841,Operations,IC1,2023-02-11,2024-06-01,Voluntary,56645,Exited
1021,Engineering,IC2,2023-07-17,,,115736,Active
1647,HR,IC3,2023-04-24,,,92826,Active
1832,Operations,IC1,2022-01-19,2023-08-01,Voluntary,59345,Exited
1563,Product,IC1,2022-05-07,,,79987,Active
2041,Data,IC1,2021-05-27,2024-02-01,Involuntary,92538,Exited
1687,Finance,IC3,2021-06-23,,,97867,Active
1958,Customer Success,IC2,2022-09-16,2024-05-01,Voluntary,67876,Exited
1190,Engineering,IC4,2025-04-03,,,183347,Active
1976,Data,IC3,2022-06-19,,,145110,Active
1700,Finance,IC3,2025-08-27,,,109125,Active
1511,Sales,IC4,2021-11-20,2023-10-01,Retirement,131268,Exited
1475,Sales,IC2,2024-02-06,2024-06-01,Voluntary,92101,Exited
1857,Customer Success,IC3,2025-08-25,,,77606,Active
1748,Operations,IC2,2025-03-15,,,62402,Active
1253,Engineering,IC3,2022-08-02,2023-02-01,Voluntary,133255,Exited
1022,Engineering,IC2,2022-01-04,,,104423,Active
1460,Sales,IC3,2021-07-11,,,110946,Active
1277,Engineering,IC3,2023-04-24,2023-12-01,Voluntary,146759,Exited
1956,Customer Success,IC3,2022-03-30,2024-12-01,Voluntary,83742,Exited
1386,Sales,IC1,2025-06-01,,,64918,Active
1806,Operations,IC3,2022-05-16,2022-11-01,Voluntary,81232,Exited
1344,Sales,IC5,2023-06-26,,,150797,Active
1770,Operations,IC4,2024-07-25,,,105592,Active
1131,Engineering,IC3,2022-03-10,,,146406,Active
1872,Customer Success,IC4,2025-11-05,,,95277,Active
1088,Engineering,IC3,2023-02-06,,,145429,Active
1331,Sales,IC2,2021-12-31,,,84418,Active
1467,Sales,IC3,2020-07-02,2023-05-01,Voluntary,110248,Exited
1122,Engineering,IC1,2021-06-19,,,103244,Active
2045,Data,IC1,2023-01-29,2023-11-01,Involuntary,97975,Exited
1861,Customer Success,IC2,2021-06-04,,,59420,Active
